,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,label
16,620,1,2,17,0,0,1,0,3,3,2,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124.0,1
17,645,1,2,18,0,0,1,0,3,4,2,1,9,9,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116.0,1
18,684,1,3,19,0,0,1,1,0,0,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126.0,0
19,707,1,3,20,0,0,1,1,1,0,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127.0,0
20,737,1,3,21,0,0,1,1,2,0,1,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114.0,1
21,764,1,3,22,0,0,1,1,2,1,1,1,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127.0,0
22,806,1,3,23,0,0,1,1,3,1,1,2,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103.0,0
23,931,1,4,24,0,0,2,1,0,0,2,2,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107.0,1
24,975,1,4,25,0,0,2,1,0,1,2,1,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111.0,1
25,1007,1,4,26,0,0,2,1,0,2,2,1,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125.0,1
26,1028,1,4,27,0,0,2,1,0,3,2,1,13,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126.0,1
27,1069,1,5,28,0,0,2,2,0,0,1,1,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,0
28,1105,1,5,29,0,0,2,2,1,0,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,0
29,1130,1,5,30,0,0,2,2,2,0,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,0
30,1160,1,5,31,0,0,2,2,3,0,1,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,1
31,1203,1,5,32,0,0,2,2,3,1,1,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,1
32,1255,1,5,33,0,0,2,2,3,2,1,1,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,1
33,1287,1,5,34,0,0,2,2,3,3,1,2,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,0
34,1339,1,5,35,0,0,2,2,4,3,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,0
35,1462,1,6,36,0,0,3,2,0,0,2,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,1
36,1493,1,6,37,0,0,3,2,0,1,2,2,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,0
37,1565,1,6,38,0,0,3,2,1,1,2,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,1
38,1590,1,6,39,0,0,3,2,1,2,2,1,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,1
39,1616,1,6,40,0,0,3,2,1,3,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,1
40,1662,1,7,41,0,0,3,3,0,0,1,2,20,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,0
41,1717,1,7,42,0,0,3,3,1,0,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,0
42,1746,1,7,43,0,0,3,3,2,0,1,1,22,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,0
43,1772,1,7,44,0,0,3,3,3,0,1,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,1
44,1817,1,7,45,0,0,3,3,3,1,1,2,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,0
45,1954,1,8,46,0,0,4,3,0,0,2,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,1
47,2013,1,8,48,0,0,4,3,1,1,2,1,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,1
48,2038,1,8,49,0,0,4,3,1,2,2,2,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,0
49,2086,1,8,50,0,0,4,3,2,2,2,2,26,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,0
50,2162,1,8,51,0,0,4,3,3,2,2,2,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,0
51,2238,1,9,52,0,0,5,3,0,0,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,0
52,2264,1,9,53,0,0,5,3,1,0,1,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,1
53,2306,1,9,54,0,0,5,3,1,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,0
54,2334,1,9,55,0,0,5,3,2,1,1,1,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,1
55,2369,1,9,56,0,0,5,3,2,2,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,0
56,2401,1,9,57,0,0,5,3,3,2,1,1,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,1
57,2433,1,9,58,0,0,5,3,3,3,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,0
58,2483,1,9,59,0,0,5,3,4,3,1,2,31,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,1
59,2551,1,9,60,0,0,5,3,3,3,1,1,31,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,1
60,2598,1,9,61,0,0,5,3,3,4,1,1,32,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,0
61,2639,1,9,62,0,0,5,3,3,3,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,0
62,2669,1,9,63,0,0,5,3,4,3,1,1,34,29,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132.0,0
63,2824,2,1,64,1,0,0,0,0,0,2,1,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,1
64,2847,2,1,65,1,0,0,0,0,1,2,1,34,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117.0,1
65,2872,2,1,66,1,0,0,0,0,2,2,1,34,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,1
66,2897,2,1,67,1,0,0,0,0,3,2,1,34,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122.0,1
67,2957,2,2,68,1,0,0,1,0,0,1,1,35,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127.0,0
68,2978,2,2,69,1,0,0,1,1,0,1,2,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102.0,0
69,3014,2,2,70,1,0,0,1,2,0,1,2,36,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111.0,1
70,3070,2,2,71,1,0,0,1,2,1,1,1,36,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118.0,1
71,3114,2,2,72,1,0,0,1,2,2,1,1,37,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126.0,0
72,3141,2,2,73,1,0,0,1,3,2,1,2,37,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97.0,1
73,3186,2,2,74,1,0,0,1,3,3,1,2,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.494,9.222,2,105.0,1
74,3251,2,2,75,1,0,0,1,3,4,1,1,37,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.235,10.59,2,129.0,1
75,3296,2,3,76,1,0,0,2,0,0,2,1,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126.0,1
76,3320,2,3,77,1,0,0,2,0,1,2,1,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128.0,1
77,3350,2,3,78,1,0,0,2,0,2,2,1,37,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3,108.0,1
78,3428,2,3,79,1,0,0,2,0,3,2,2,37,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7,101.0,1
79,3562,2,4,80,1,0,0,3,0,0,1,2,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10,106.0,1
80,3617,2,4,81,1,0,0,3,0,1,1,1,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013,9.173,1,111.0,0
81,3641,2,4,82,1,0,0,3,1,1,1,1,39,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.939,1,110.0,0
82,3681,2,4,83,1,0,0,3,2,1,1,1,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.844,40.876,8,119.0,1
83,3725,2,4,84,1,0,0,3,2,2,1,2,39,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.977,15.558,4,95.0,1
84,3774,2,4,85,1,0,0,3,2,3,1,2,40,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.419,12.316,3,95.0,0
85,3830,2,4,86,1,0,0,3,3,3,1,1,41,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.306,18.004,3,102.0,0
86,3861,2,4,87,1,0,0,3,4,3,1,2,42,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74,38.948,11,120.0,0
87,3938,2,5,88,1,0,1,3,0,0,2,1,42,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.199,15.177,5,113.0,1
88,3976,2,5,89,1,0,1,3,0,1,2,1,42,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.273,7.428,1,128.0,1
89,4006,2,5,90,1,0,1,3,0,2,2,2,43,47,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.467,16.135,6,111.0,0
90,4062,2,5,91,1,0,1,3,1,2,2,1,44,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.689,27.317,8,131.0,0
91,4106,2,5,92,1,0,1,3,2,2,2,1,45,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.829,32.608,10,134.0,0
92,4159,2,5,93,1,0,1,3,3,2,2,1,45,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,30.783,24.947,5,123.0,1
93,4224,2,5,94,1,0,1,3,3,3,2,2,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.903,38.624,10,107.0,0
94,4290,2,5,95,1,0,1,3,4,3,2,1,46,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,26.961,12.75,3,118.0,1
95,4328,2,5,96,1,0,1,3,3,3,2,1,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.211,4.663,1,131.0,1
96,4357,2,5,97,1,0,1,3,3,4,2,1,46,51,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.629,16.426,5,129.0,1
97,4488,2,6,98,1,0,1,4,0,0,1,2,46,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.367,14.617,2,115.0,1
98,4527,2,6,99,1,0,1,4,0,1,1,1,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716,6.076,1,109.0,0
99,4555,2,6,100,1,0,1,4,1,1,1,2,47,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.607,6.246,2,91.0,1
100,4613,2,6,101,1,0,1,4,1,2,1,1,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576,4.202,1,126.0,0
101,4642,2,6,102,1,0,1,4,2,2,1,1,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.352,19.512,1,108.0,0
102,4668,2,6,103,1,0,1,4,3,2,1,1,49,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.38,47.896,10,97.0,1
103,4710,2,6,104,1,0,1,4,3,3,1,1,50,54,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.675,16.449,3,127.0,0
104,4741,2,6,105,1,0,1,4,4,3,1,2,51,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.157,1,121.0,0
105,4797,2,7,106,1,0,2,4,0,0,2,1,52,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.854,13.776,4,118.0,0
106,4831,2,7,107,1,0,2,4,1,0,2,1,52,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.377,13.994,3,128.0,1
107,4866,2,7,108,1,0,2,4,1,1,2,1,52,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.452,17.608,3,132.0,1
108,4901,2,7,109,1,0,2,4,1,2,2,1,52,57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.127,10.798,3,125.0,1
109,4935,2,7,110,1,0,2,4,1,3,2,1,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.298,14.758,2,108.0,0
110,4966,2,7,111,1,0,2,4,2,3,2,2,54,57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50.075,39.635,8,98.0,0
111,5038,2,7,112,1,0,2,4,3,3,2,2,55,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.142,28.309,8,115.0,0
112,5101,2,7,113,1,0,2,4,4,3,2,1,55,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.436,5.977,1,120.0,1
113,5132,2,7,114,1,0,2,4,3,3,2,1,55,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,32.537,26.376,7,130.0,1
114,5177,2,7,115,1,0,2,4,3,4,2,1,56,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15.161,12.446,4,124.0,0
115,5219,2,7,116,1,0,2,4,3,3,2,2,57,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.033,22.001,6,113.0,0
116,5308,2,7,117,1,0,2,4,4,3,2,1,58,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9.834,6.693,2,130.0,0
117,5429,2,8,118,1,0,3,4,0,0,1,1,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388,3.901,1,109.0,0
118,5448,2,8,119,1,0,3,4,1,0,1,2,60,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.157,3.993,1,91.0,0
119,5481,2,8,120,1,0,3,4,2,0,1,2,61,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.182,15.422,3,100.0,0
120,5519,2,8,121,1,0,3,4,3,0,1,1,62,59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.346,12.581,3,113.0,0
121,5565,2,9,122,1,0,4,4,0,0,2,1,63,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.636,7.568,2,130.0,0
122,5591,2,9,123,1,0,4,4,1,0,2,1,63,60,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547,1.046,1,125.0,1
123,5617,2,9,124,1,0,4,4,1,1,2,2,63,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.077,3.731,1,106.0,1
124,5656,2,9,125,1,0,4,4,1,2,2,1,63,62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.731,4.601,1,123.0,1
125,5682,2,9,126,1,0,4,4,1,3,2,1,63,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.357,15.027,3,126.0,1
126,5788,2,10,127,1,0,4,5,0,0,1,1,64,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.517,10.031,1,127.0,0
127,5817,2,10,128,1,0,4,5,1,0,1,2,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.229,36.142,6,119.0,1
128,5881,2,10,129,1,0,4,5,1,1,1,2,65,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.83,3.42,1,91.0,0
129,5923,2,10,130,1,0,4,5,2,1,1,1,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.24,55.37,7,115.0,0
130,5963,2,10,131,1,0,4,5,3,1,1,1,66,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.467,13.062,2,114.0,1
131,5996,2,10,132,1,0,4,5,3,2,1,1,67,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.941,24.158,5,119.0,0
132,6044,2,11,133,1,0,5,5,0,0,2,1,67,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087,0.648,1,111.0,1
133,6070,2,11,134,1,0,5,5,0,1,2,1,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276,4.743,1,132.0,1
134,6099,2,11,135,1,0,5,5,0,2,2,2,68,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.946,8.844,2,105.0,0
135,6142,2,11,136,1,0,5,5,1,2,2,1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.855,13.468,3,132.0,1
136,6195,2,11,137,1,0,5,5,1,3,2,2,68,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.713,5.199,1,100.0,1
137,6324,2,12,138,1,0,5,6,0,0,1,1,69,69,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.323,7.217,1,129.0,0
138,6359,2,12,139,1,0,5,6,1,0,1,2,70,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865,3.688,1,98.0,0
139,6398,2,12,140,1,0,5,6,2,0,1,2,71,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945,2.386,1,122.0,0
140,6437,2,12,141,1,0,5,6,3,0,1,1,72,69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.845,42.672,3,129.0,0
141,6492,2,13,142,1,0,6,6,0,0,2,1,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.799,52.441,15,128.0,1
142,6551,2,13,143,1,0,6,6,0,1,1,1,73,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.871,5.357,1,127.0,0
143,6577,2,13,144,1,0,6,6,1,1,1,2,74,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.185,46.792,13,100.0,0
144,6692,2,13,145,1,0,6,6,2,1,2,1,74,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.273,6.262,1,128.0,1
145,6723,2,13,146,1,0,6,6,2,2,2,1,74,72,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.948,4.836,1,130.0,1
146,6761,2,13,147,1,0,6,6,2,3,1,1,75,72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.001,22.749,5,119.0,0
147,6823,2,13,148,1,0,6,6,3,3,1,1,76,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,8.583,1,111.0,0
148,6865,2,13,149,1,0,6,6,4,3,2,1,76,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.121,8.641,1,127.0,1
149,6897,2,13,150,1,0,6,6,4,4,2,2,76,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.105,12.593,3,104.0,1
150,6953,2,13,151,1,0,6,6,4,5,1,1,77,74,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.083,27.636,5,130.0,0
151,6992,2,13,152,1,0,6,6,5,5,1,1,78,74,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.877,7.639,3,129.0,0
